Gew_Nr,Gew_Name,l_total ,l_offen,l_offiziell_eingedolt,l_inoff_eingedolt,mögliche Ausdolung,Parzellen,Ausdolungspotenzial,Bemerkung,Foto im Bericht,Link zu GeoView BL,Informationsblatt,Eigentümer,Bewirtschafter,Gemeinde,Bezirk
26.201,Eichbächli,580,0,580,,450,,4,im unteren Teil ev. Ausdolung entlang Weg,26.201,Link,Haefelfingen_Eindolungen_Bericht,,,Haefelfingen,Sissach
26.202,Hendschenmattbächli,770,590,180,,,,3,Wasserführung?,26.202,Link,Haefelfingen_Eindolungen_Bericht,,,Haefelfingen,Sissach
26.203,Schneidermattbächli,270,260,10,,,,3,grosses Drainagesystem in Verlängerung Schneidermattbächli (Wildgehege), -,Link,,,,Haefelfingen,Sissach
26.204,Häberlingenbächli,400,260,140,,125,,4,"Schon abgeklärt im Juni 2008, vorläufig keine Ausdolung", -,Link,,,,Haefelfingen,Sissach
26.205,Isentalbächli,240,90,150,,150,,4,,26.205,Link,Haefelfingen_Eindolungen_Bericht,,,Haefelfingen,Sissach
35.74,Eimattbach,80,80,0,,,,0,, -,,,,,Laeufelfingen,Sissach
35.135,Adlikenbach,1900,1780,120,,100,,4,"offene Bachführung entlang Parzellengrenze, siehe auch Hauensteinbach 35.208",35.208,Link,Laeufelfingen_Eindolungen_Bericht,,,Laeufelfingen,Sissach
35.201,Bulstenbach,1320,710,610,,400,,?,quert engere Schutzzone der Weidenmattquellen; Wasserbaukonzept sieht allerdings Ausdolung vor (Priorität mittel),35.201,Link,Laeufelfingen_Eindolungen_Bericht,,,Laeufelfingen,Sissach
35.202,Bütschenmattbächli,620,240,380,,350,,5,"Weideland, Eindolung verläuft unterhalb von 2 privaten Quellen; in GW-Schutzzone S 3",35.202,Link,Laeufelfingen_Eindolungen_Bericht,,,Laeufelfingen,Sissach
35.203,Chillebach,980,0,980,,> 300 ,,4,"Oberlauf, ev. auch Abschnitt oberhalb Strasse nach Bad Ramsach",35.203,Link,Laeufelfingen_Eindolungen_Bericht,,,Laeufelfingen,Sissach
35.204,Chrätzigerbächli,1020,540,480,,,,1,Eindolung v.a. im Hofbereich und im Bereich von Strasse/Bahnlinie, -,Link,,,,Laeufelfingen,Sissach
35.205,Dieg,270,0,270,,,,0,Gewerbeareal, -,,,,,Laeufelfingen,Sissach
35.206,Gipsgrubenbächli,310,0,310,,,,1,nur kurzer Abschnitt unterhalb Hauensteinstrasse ev. denkbar Wasserführung?, -,Link,,,,Laeufelfingen,Sissach
35.207,Grienacherbächli,500,90,410,,250,,4,Oberlauf,35.207,Link,Laeufelfingen_Eindolungen_Bericht,,,Laeufelfingen,Sissach
35.208,Hauensteinbach,1980,970,1010,,350+100,,4,"im Bereich ""Martismatt"" entlang der alten Hauensteinstrasse und ca. 100 m im Oberlauf; Wasserbaukonzept sieht im Siedlungsgebiet Massnahmen zum baulichen Hochwasserschutz vor (Priorität mittel); Bach z.T. in GW-Schutzzone S 3",35.208,Link,Laeufelfingen_Eindolungen_Bericht,,,Laeufelfingen,Sissach
35.209,Hirzenbächli,430,0,430,,150,,3,Ausdolung des Drainagesystems in Verlängerung des Hirzenbächlis (Wasserführung?),35.209,Link,Laeufelfingen_Eindolungen_Bericht,,,Laeufelfingen,Sissach
35.210,Hofmattbächli,330,40,290,,,,0,Siedlungsgebiet, -,,,,,Laeufelfingen,Sissach
35.211,Holdenbächli,260,220,40,,,,0,, -,,,,,Laeufelfingen,Sissach
35.212,Höllbach,1900,1560,340,,250,,5,"Ausdolung durch Basell. Natur- und Vogelschutzverband vorgesehen, Ausführung 2015/16?",35.212,Link,Laeufelfingen_Eindolungen_Bericht,,,Laeufelfingen,Sissach
35.213,Murenbach,1920,1740,180,,170,,4,"Oberlauf, siehe auch 35.202 Bütschenmattbächli; in GW-Schutzzone S 3",35.202,Link,Laeufelfingen_Eindolungen_Bericht,,,Laeufelfingen,Sissach
35.214,Reisenbächli,700,520,180,,,,0,ev. 100 m entlang alter Hauensteinstrasse (zusammen mit Oberlauf 35.208 Hauensteinbach); beide in GW-Schutzzone S 3, -,Link,,,,Laeufelfingen,Sissach
35.215,Tunnelbach (privat),710,0,710,,,,0,, -,,,,,Laeufelfingen,Sissach
27.76,Hemmikerbach,1210,700,510,,,,0,Eindolung im Siedlungsgebiet, -,,,,,Hemmiken,Sissach
,Drainagesystem 3 im Gebiet Delleren,,,,,> 250,,4,,S. 1,Link,Hemmiken_Eindolungen_Bericht,,,Hemmiken,Sissach
27.77,Höllbächli,50,0,50,,,,0,nur unterster Abschnitt auf Gemeindegebiet Hemmiken --> Ormalingen, -,,,,,Hemmiken,Sissach
27.139,Moosrainbächli,200,190,10,,160,,4,Drainagesystem im Oberlauf,27.139,Link,Hemmiken_Eindolungen_Bericht,,,Hemmiken,Sissach
27.146,Galgenmattbächli,30,30,0,250,250,,0,Drainagesystem in der Verlängerung, -,Link,,,,Hemmiken,Sissach
27.201,Dambechbächli,970,890,80,,,,0,, -,,,,,Hemmiken,Sissach
27.202,Hegbächli,240,60,180,375,,,0,Eindolung v.a. im Siedlungsgebiet, -,,,,,Hemmiken,Sissach
27.203,Hofmattbächli,270,190,80,375,,,4,Ausdolung im Unterlauf würde Vernetzung verbessern,27.203,Link,Hemmiken_Eindolungen_Bericht,,,Hemmiken,Sissach
27.204,Hünigbächli,310,70,240,375,150,,4,,27.204,Link,Hemmiken_Eindolungen_Bericht,,,Hemmiken,Sissach
27.205,Müslenbächli,170,120,50,125,,,0,, -,,,,,Hemmiken,Sissach
27.206,Seebächli,690,670,20,500,,,4,mehrere grosse Drainagesysteme in der Verlängerung (in Siegfriedkarte als Bachläufe verzeichnet): gutes Potenzial im unteren Abschnitt des Systems Ost und für das System Nord,27.206,Link,Hemmiken_Eindolungen_Bericht,,,Hemmiken,Sissach
27.207,Steingrabenbächli,1360,1250,110,125,200,,4,Wasserführung?,27.207,Link,Hemmiken_Eindolungen_Bericht,,,Hemmiken,Sissach
27.208,Talmattbächli,610,340,270,1000,,,3,mehrere grosse Drainagesysteme in der Verlängerung (in Siegfriedkarte als Bachläufe verzeichnet),27.208,Link,Hemmiken_Eindolungen_Bericht,,,Hemmiken,Sissach
41.15,Buuserbach,2160,2120,40,,,,0,, -,,,,,Maisprach,Sissach
41.201,Badbächli,180,40,140,20,160,,0,Wasserbaukonzept sieht Massnahmen zum baulichen Hochwasserschutz vor (Priorität mittel) --> Ausdolung prüfen, -,,,,,Maisprach,Sissach
41.202,Griesbächli,1300,410,890,,2 x 150,,4,im unteren Abschnitt offene Bachführung südöstlich der Strasse prüfen,41.202,Link,Maisprach_Eindolungen_Bericht,,,Maisprach,Sissach
41.203,Hölibächli,1320,690,630,,280,,3,im Abschnitt unterhalb der Eindolung sieht das Wasserbaukonzept Massnahmen zum baulichen Hochwasserschutz vor (Priorität mittel),41.203,Link,Maisprach_Eindolungen_Bericht,,,Maisprach,Sissach
41.204,Weidbächli,120,90,30,70,100,,0,, -,,,,,Maisprach,Sissach
,Drainagesystem im Bereich Vordere Chrüzbrunne,,,,500,400,,2,Wasserführung?  Auf Siegfriedkarte als Bachlauf verzeichnet,S. 3,Link,Maisprach_Eindolungen_Bericht,,,Maisprach,Sissach
,Drainagesystem im Bereich Humberstal,,,,> 1000,400,,4,"im unteren Abschnitt gutes Potential, auf Siegfriedkarte als Bachlauf verzeichnet",S. 4,Link,Maisprach_Eindolungen_Bericht,,,Maisprach,Sissach
57.10,Homburgerbach,1390,1370,20,,,,0,, -,,,,,Ruemlingen,Sissach
57.69,Schöftletenbächli,130,80,50,,,,0,, -,,,,,Ruemlingen,Sissach
57.71,Verenenbächli,160,150,10,,,,0,, -,,,,,Ruemlingen,Sissach
57.74,Eimattbach,710,690,20,,,,0,, -,,,,,Ruemlingen,Sissach
57.75,Chrintelbach,1910,1780,130,,,,0,, -,,,,,Ruemlingen,Sissach
57.117,Hinter-Chamberbach,170,100,70,,,,0,, -,,,,,Ruemlingen,Sissach
57.118,Vorder-Chamberbach,250,180,70,,,,0,, -,,,,,Ruemlingen,Sissach
57.134,Buebenlochbächli,420,420,0,,,,0,, -,,,,,Ruemlingen,Sissach
57.201,Grundweidbächli,370,220,150,,> 100,,4,"unterster Abschnitt bis Einleitung Drainagesystem mit gutem Potential, oberhalb ev. geringe Wasserführung", -,Link,,,,Ruemlingen,Sissach
57.202,Hasenbächli,660,400,260,,200,,4,"ev. im unteren Abschitt offene Bachführung entlang Weg, Wasserführung vermutlich gering",57.202,Link,Ruemlingen_Eindolungen_Bericht,,,Ruemlingen,Sissach
57.203,Rappenbächli,250,240,10,,,,0,, -,,,,,Ruemlingen,Sissach
62.11,Eibach,4020,4020,0,,,,0,Wasserbaukonzept sieht im Siedlungsgebiet Massnahmen zum baulichen Hochwasserschutz (Priorität hoch) und oberhalb des Siedlungsgebietes zur Schaffung von Überlutungs- und Retentionsräumen vor (Priorität hoch), -,,,,,Tecknau,Sissach
62.65,Chuenibächli,270,0,270,,230,,?,"im unteren Abschnitt unter Auffüllung (belasteter Standort), oben nur geringe Wasserführung?",62.65,Link,Tecknau_Eindolungen_Bericht,,,Tecknau,Sissach
62.119,Aletenbach,1320,1300,20,,,,0,, -,,,,,Tecknau,Sissach
62.120,Hintereggbächli,260,230,30,,,,0,, -,,,,,Tecknau,Sissach
62.121,Holbächli,240,190,50,,,,0,, -,,,,,Tecknau,Sissach
62.122,Moosbach,430,420,10,,,,0,, -,,,,,Tecknau,Sissach
62.201,Geissgrabenbächli,510,360,150,,,,?,Ausdolung direkt Richtung Eibach aufgrund Höhenlage (tiefer als Eibach) nicht möglich,62.201,Link,Tecknau_Eindolungen_Bericht,,,Tecknau,Sissach
62.202,Ihegibächli,50,50,0,,,,0,, -,,,,,Tecknau,Sissach
62.203,Neuwegmattenbächli,120,120,0,,,,0,, -,,,,,Tecknau,Sissach
62.204,Tunnelbach,820,0,820,,100,,3,ev. letzte 100 m auf Parz. 242 möglich (Siedlungsgebiet), -,Link,,,,Tecknau,Sissach
65.1,Homburgerbach,1600,1570,30,,,,0,, -,,,,,Thuernen,Sissach
,Drainagesystem östlich Homburgerbach,,,,> 1000,> 300,,3,Potenzial für Öffnung bei wichtigen Sammelsträngen prüfen,S. 1,Link,Thuernen_Eindolungen_Bericht,,,Thuernen,Sissach
65.201,Dubenrainbächli,290,210,80,200,200,,3,Wasserführung? Auf Siegfriedkarte als Bachlauf verzeichnet,65.201,Link,Thuernen_Eindolungen_Bericht,,,Thuernen,Sissach
65.202,Grabacherbächli,670,410,260,,,,0,, -,,,,,Thuernen,Sissach
,Drainagesystem in Verlänge-rung des Grabenacherbächlis,,,,200,100,,3,Wasserführung? Auf Siegfriedkarte als Bachlauf verzeichnet,S. 3,Link,Thuernen_Eindolungen_Bericht,,,Thuernen,Sissach
65.203,Haldenbächli,250,30,220,,,,0,, -,,,,,Thuernen,Sissach
65.204,Schürrainbächli,280,260,20,,,,0,, -,,,,,Thuernen,Sissach
65.205,Weieracherbächli,240,80,60,,,,0,, -,,,,,Thuernen,Sissach
65.206,Grienbächli,180,60,120,,100,,3,Wasserführung?, -,Link,,,,Thuernen,Sissach
71.11,Eibach,800,800,0,,,,0,, -,,,,,Zeglingen,Sissach
71.73,Wolstelbächli,350,350,0,,,,0,, -,,,,,Zeglingen,Sissach
71.75,Chrintelbach,400,400,0,,,,0,, -,,,,,Zeglingen,Sissach
71.84,Laufenmattbächli,230,180,50,,,,0,, -,,,,,Zeglingen,Sissach
71.85,Sagenmattbächli,280,210,70,,,,0,, -,,,,,Zeglingen,Sissach
71.87,Wisenbach,1890,1830,60,,,,0,, -,,,,,Zeglingen,Sissach
71.108,Nünbrunnbach,3020,2940,80,,,,0,Wasserbaukonzept sieht im Siedlungsgebiet Massnahmen zum baulichen Hochwasserschutz vor (Priorität hoch), -,,,,,Zeglingen,Sissach
71.166,Rüttibächli,200,90,110,,100,,4,,71.166,Link,Zeglingen_Eindolungen_Bericht,,,Zeglingen,Sissach
71.201,Eggbächli,260,250,10,,,,0,, -,,,,,Zeglingen,Sissach
71.202,Finstergrubenbächli,1050,1020,30,,,,0,, -,,,,,Zeglingen,Sissach
71.203,Langacherbächli,70,60,10,> 200 ?,> 200,,3,"Siegfriedkarte weisst offenen Bachlauf oberhalb Strasse Zeglingen-Wisen auf, durch Drainagesystem abgelöst?",71.203,Link,Zeglingen_Eindolungen_Bericht,,,Zeglingen,Sissach
71.204,Risbergbächli,780,760,20,,,,0,, -,,,,,Zeglingen,Sissach
71.205,Seilenbächli,680,670,10,170,170,,4,,21.205,Link,Zeglingen_Eindolungen_Bericht,,,Zeglingen,Sissach
71.206,Stockenbächli,920,860,60,,,,0,, -,,,,,Zeglingen,Sissach
71.207,Strüholdenbächli,1300,1250,50,,,,0,, -,,,,,Zeglingen,Sissach
71.208,Wissbrunnbächli,1300,880,420,,,,0,Eindolung verläuft tief unter Abraumhalde des Steinbruchs, -,Link,,,,Zeglingen,Sissach
71.209,Dellenbrunnbächli,60,30,30,,,,0,, -,,,,,Zeglingen,Sissach
70.10,Homburgerbach,1540,1540,0,,,,0,, -,,,,,Wittinsburg,Sissach
70.59,Hölstenbächli,430,430,0,,> 300,,2,"grosse Drainagesysteme im Ackerland, Wasserführung?",70.59,Link,Wittinsburg_Eindolungen_Bericht,,,Wittinsburg,Sissach
70.67,Muttibächli,50,50,0,,,,0,, -,,,,,Wittinsburg,Sissach
70.75,Chrintelbach,90,90,0,,,,0,, -,,,,,Wittinsburg,Sissach
70.117,Hinter-Chamberbach,230,220,10,,,,0,, -,,,,,Wittinsburg,Sissach
70.118,Vorder-Chamberbach,180,180,0,,150,,3,"auf Siegfridkarte als Bachlauf eingetragen, Wasserführung?",70.118,Link,Wittinsburg_Eindolungen_Bericht,,,Wittinsburg,Sissach
70.149,Sommeraubächli,60,60,0,,,,0,, -,,,,,Wittinsburg,Sissach
70.201,Leltenbächli,220,140,80,,200,,4,"Drainagesystem in der Verlängerung, Wasserführung?",70.201,Link,Wittinsburg_Eindolungen_Bericht,,,Wittinsburg,Sissach
70.202,Schorenbächli,1190,680,510,,100,,2,, -,Link,,,,Wittinsburg,Sissach
69.14,Wintersingerbach,680,660,20,,,,0,, -,,,,,Wintersingen,Sissach
69.201,Brunnbächli,1590,1500,90,,200,,5,Auf Siegfriedkarte als Bachlauf verzeichnet,69.201,Link,Wintersingen_Eindolungen_Bericht,,,Wintersingen,Sissach
69.202,Eglismattbächli,410,110,300,,100,,4,zumindest Abschnitt entlang Weg öffnen,69.202,Link,Wintersingen_Eindolungen_Bericht,,,Wintersingen,Sissach
69.203,Fer,2240,1850,390,,,,0,Wasserbaukonzept sieht im Siedlungsgebiet Massnahmen zum baulichen Hochwasserschutz vor (Priorität hoch), -,,,,,Wintersingen,Sissach
69.204,Grabenbächli,920,870,50,,,,0,, -,,,,,Wintersingen,Sissach
69.205,Griesbächli,1020,930,90,,,,0,, -,,,,,Wintersingen,Sissach
69.206,Güetlistenbächli,620,390,230,,180,,5,,69.206,Link,Wintersingen_Eindolungen_Bericht,,,Wintersingen,Sissach
69.207,Mösletenbächli,800,660,140,,,,0,, -,,,,,Wintersingen,Sissach
69.208,Steinlerbächli,500,450,50,,,,0,, -,,,,,Wintersingen,Sissach
69.209,Talbächli,1480,1200,280,,100,,4,ev. am Waldrand offene Bachführung zum Süast des Talbächlis ,69.209,Link,Wintersingen_Eindolungen_Bericht,,,Wintersingen,Sissach
69.21,Süttlerbächli,520,460,60,,,,0,, -,,,,,Wintersingen,Sissach
69.211,Weidbächli,430,380,50,,,,0,, -,,,,,Wintersingen,Sissach
55.56,Cholmattbächli,250,200,50,,,,0,, -,,,,,Rickenbach,Sissach
55.70,Rickenbächli,1420,1130,290,,,,0,Wasserbaukonzept sieht im Siedlungsgebiet Massnahmen zum baulichen Hochwasserschutz vor (Priorität hoch), -,,,,,Rickenbach,Sissach
55.148,Rainenbächli,30,30,0,,,,0,, -,,,,,Rickenbach,Sissach
55.154,Cholholzbächli,280,120,160,,250,,4,"Grenzbach Buus/Rickenbach, Ausdolung müsste aus praktischen Gründen auf Gebiet der Gemeinde Rickenbach erfolgen ",55.154,Link,Rickenbach_Eindolungen_Bericht,,,Rickenbach,Sissach
55.201,Zietmattbächli,100,40,60,,> 200,,4,"Eindolung/Drainagesystem in der Verlängerung ist in den Drainageplänen nicht verzeichnet, aber auf Siegfriedkarte als offener Bachlauf ausgewiesen",55.1201,Link,Rickenbach_Eindolungen_Bericht,,,Rickenbach,Sissach
55.202,Hutmattbächli,180,40,140,,,,0,, -,,,,,Rickenbach,Sissach
55.203,Luterbrunnenbächli,730,260,470,,> 200,,5,im unteren Abschnitt gutes Potenzial für offene Bachführung,55.203,Link,Rickenbach_Eindolungen_Bericht,,,Rickenbach,Sissach
55.204,Neumattbächli,420,0,420,,> 300,,5,offene Bachführung könnte weitgehend entlang Weg erfolgen,55.204,Link,Rickenbach_Eindolungen_Bericht,,,Rickenbach,Sissach
55.205,Seienbächli,200,110,90,,,,0,, -,,,,,Rickenbach,Sissach
55.206,Wigartenbächli,460,160,300,,250,,5,,55.206,Link,Rickenbach_Eindolungen_Bericht,,,Rickenbach,Sissach
55.207,Wintersingerbächli,550,370,180,,,,0,, -,,,,,Rickenbach,Sissach
68.119,Dellenbach,830,480,350,,,,0,"Ausdolung von ca. 270 m auf Parzelle 355 ist 2009 im Rahmen eines ""Gummistiefelland""-Projektes erfolgt", -,Link,,,,Wenslingen,Sissach
68.120,Hintereggbächli,540,330,210,,> 300,,4,"grosses Drainagesystem oberhalb von 68.120 Hintereggbächli (dessen mittlerer Abschnitt von ca. 180 m wurde 2007 im Rahmen eines ""Gummistiefelland""-Projektes ausgedolt), SE-Ast in Siegfriedkarte als Bach verzeichnet", -,Link,,,,Wenslingen,Sissach
68.121,Holbächli,130,130,0,> 150,150,,5,Drainagesystem unterhalb Strasse Zeglingen-Wenslingen, -,Link,,,,Wenslingen,Sissach
68.122,Moosbach,1590,1050,540,> 300,> 200,,3,Südast des Drainagesystems entlang Weg mit gutem Potenzial für offene Führung; Wasserbaukonzept sieht im Siedlungsgebiet Massnahmen zum baulichen Hochwasserschutz vor (Priorität niedrig) -> offene Bachführung prüfen, -,Link,,,,Wenslingen,Sissach
,Verlängerung 32.203 Weidbächli (Kilchberg),,,,> 230,230,,5,Abschnitt unterhalb Strasse Zeglingen-Wenslingen mit gutem Potenzial, -,Link,,,,Wenslingen,Sissach
45.106,Talbächli,520,270,250,,275,,5,,45.106,Link,Nusshof_Eindolungen_Bericht,,,Nusshof,Sissach
,"Drainagesystem südlich Talbächli, Südast",,,,,> 500,,4,,S. 1 + 2,Link,Nusshof_Eindolungen_Bericht,,,Nusshof,Sissach
45.131,"Chüllerbächli, Südast",1000,470,530,,> 200,,4,"2014 Begehung Pro Natura mit Gemeinderat betreffend Ausdolung Chüllerbächli, GEP-Veranstaltung mit Werner Götz im Februar 2015",45.131,Link,Nusshof_Eindolungen_Bericht,,,Nusshof,Sissach
,"Chüllerbächli, Ostast",,,,,> 300,,4,,45.131,Link,Nusshof_Eindolungen_Bericht,,,Nusshof,Sissach
45.201,Brunntrögenbächli,510,60,450,,450,,4,zur Speisung  der Buechmatt-Weiher verwendet?,45.201,Link,Nusshof_Eindolungen_Bericht,,,Nusshof,Sissach
58.68,Müntelbach,940,850,90,,> 100,,4,oberster Abschnitt Müntelbach und Hauptrainagestrang Richtung WSW,58.68,Link,Ruenenberg_Eindolungen_Bericht,,,Ruenenberg,Sissach
58.69,Schöftletenbächli,650,640,10,,,,0,, -,,,,,Ruenenberg,Sissach
58.72,Bergbächli,1100,830,270,,> 300,,5,"gutes Potential für eingedolten Abschnitt des Bergbächlis als auch für den unteren Teil des Drainagesystems Länz (in Siegfriedkarte als Bachlauf verzeichnet); 2014 wurden 80 m Drainage unterhalb Hof Berg im Rahmen eines ""Gummistiefelland""-Projektes offengelegt",58.72,Link,Ruenenberg_Eindolungen_Bericht,,,Ruenenberg,Sissach
58.73,Wolstelbächli,820,810,10,,,,0,"Auf Parz. 613 wurden 2007 rund 110 m ehemaliger Drainagen im Rahmen eines ""Gummistiefelland""-Projektes offengelegt", -,,,,,Ruenenberg,Sissach
58.75,Chrintelbach,1880,1780,100,,,,0,, -,,,,,Ruenenberg,Sissach
58.201,Chätzlisbächli,660,550,110,,50,,5,"Verbindungsstück in Weide mit gutem Potenzial, Wasserführung?", -,Link,,,,Ruenenberg,Sissach
58.202,Chrintelholdenbächli,190,180,10,,,,0,, -,,,,,Ruenenberg,Sissach
58.203,Hollenbächli,520,520,0,510,500,,4,Verbindung zu 58.199 Regenwasserableitung Weiermatt wäre wichtiges Vernetzungselement in einer stark ausgeräumten Landschaft,58.203,Link,Ruenenberg_Eindolungen_Bericht,,,Ruenenberg,Sissach
58.204,Oltechsbrunnenbächli,230,220,10,,,,0,, -,,,,,Ruenenberg,Sissach
58.205,Stellibächli,350,190,160,,130,,5,,58.205,Link,Ruenenberg_Eindolungen_Bericht,,,Ruenenberg,Sissach
73.09,Diegterbach,2160,2160,0,,,,0,Wasserbaukonzept sieht praktisch auf der ganzen Länge Massnahmen zum baulichen Hochwasserschutz vor (Priorität hoch), -,,,,,Zunzgen,Sissach
73.78,Holdenweidbächli,640,600,40,,,,0,, -,,,,,Zunzgen,Sissach
73.8,Bannholdenbächli,120,100,20,,,,0,, -,,,,,Zunzgen,Sissach
73.83,Wolfgrabenbächli,380,360,20,,,,0,, -,,,,,Zunzgen,Sissach
73.201,Hardbächli,820,290,530,,100,,0,Ausdolung im Abschnitt direkt oberhalb Siedlungsgebiet 2015 erfolgt,73.201,Link,Zunzgen_Eindolungen_Bericht,,,Zunzgen,Sissach
73.202,Hefletenbächli,1900,1620,280,,150,,3," eher schwieriges Gelände für Bachöffnung, massives Einlaufbauwerk bestehend",73.202,Link,Zunzgen_Eindolungen_Bericht,,,Zunzgen,Sissach
73.203,Nästelbächli,2280,1760,520,,180,,4,offene Bachführung entlang Wegrand / Bauzonengrenze,73.203,Link,Zunzgen_Eindolungen_Bericht,,,Zunzgen,Sissach
73.204,Obergbächli,1200,730,470,,150,,2,nur sehr sporadische Wasserführung im eingedolten Abschnitt,73.204,Link,Zunzgen_Eindolungen_Bericht,,,Zunzgen,Sissach
73.205,Weidbächli,170,150,20,,,,0,, -,,,,,Zunzgen,Sissach
49.04,Ergolz,2380,2360,20,,,,0,Wasserbaukonzept sieht im Siedlungsgebiet Massnahmen zum baulichen Hochwasserschutz vor (Priorität hoch), -,,,,,Ormalingen,Sissach
49.66,Marenbächli,200,0,200,,200,,4,,49.66,Link,Ormalingen_Eindolungen_Bericht,,,Ormalingen,Sissach
49.76,Hemmikerbach,1770,1730,40,,,,0,, -,,,,,Ormalingen,Sissach
49.77,Höllbächli,340,70,270,,150 + 140,,4,Öffnung entlang Weg im Oberlauf und Verbindung zum Weiher Stelli mit gutem Potenzial,49.77,Link,Ormalingen_Eindolungen_Bericht,,,Ormalingen,Sissach
49.139,Moosrainbächli,60,60,0,,,,0,, -,,,,,Ormalingen,Sissach
49.201,Händschenmattbächli,2230,1720,510,,> 300,,4,Drainagesysteme in Verlängerung des Nordastes (im gedruckten Gewässerverzeichnis ist der Nordast noch als offenes Gewässer erfasst); Wasserbaukonzept sieht im Dorfkern Massnahmen zum baulichen Hochwasserschutz vor (Priorität hoch),49.201,Link,Ormalingen_Eindolungen_Bericht,,,Ormalingen,Sissach
49.202,Hintergrabenbächli,1030,790,240,,> 200,,4,Drainagesysteme in Verlängerung des Nordastes (im gedruckten Gewässerverzeichnis ist der unterste Abschnitt des Nordastes noch als offenes Gewässer erfasst); Wasserbaukonzept sieht im unteren Abschnitt  Massnahmen zum baulichen Hochwasserschutz vor (Priorität hoch),49.202,Link,Ormalingen_Eindolungen_Bericht,,,Ormalingen,Sissach
49.203,Chilchmattbächli,300,170,130,,,,0,, -,,,,,Ormalingen,Sissach
49.204,Silberbächli,820,720,100,,,,0,, -,,,,,Ormalingen,Sissach
49.205,Tschuppisbächli,340,270,70,,> 200,,3,Drainagesysteme in Verlängerung Richtung Norden/Nordwesten,S. 5,Link,Ormalingen_Eindolungen_Bericht,,,Ormalingen,Sissach
49.206,Weiherbächli,2040,1420,620,,600,,5,ev.  offene Bachführung teilweise entlang Weg als Alternative,49.206,Link,Ormalingen_Eindolungen_Bericht,,,Ormalingen,Sissach
49.207,Fabrikkanal (privat),340,170,170,,,,0,, -,,,,,Ormalingen,Sissach
49.208,Mühlekanal (privat),500,300,200,,200,,5,"entlang Parz. 1653 bereits offen (entgegen GeoView), verbleibende Abschnitte entlang Parz. 1409 und auf Parz. 630 mit gutem Potenzial (Teil des kant. Inventars Wischberg)",49.208,Link,Ormalingen_Eindolungen_Bericht,,,Ormalingen,Sissach
63.09,Diegterbach,1520,1410,110,,,,0,, -,,,,,Tenniken,Sissach
63.57,Rintelbächli,1430,960,470,,300,,4,offene Bachführung entlang Nordostrand der Parzelle 1581 direkt zum Brunnenhofbächli,63.57,Link,Tenniken_Eindolungen_Bericht,,,Tenniken,Sissach
63.132,Lammetbächli,370,200,170,,,,3,vermutlich meist nur geringe Wasserführung (zusammen mit 63.203 und 63.210 prüfen),S. 2,Link,Tenniken_Eindolungen_Bericht,,,Tenniken,Sissach
63.201,Buelzbächli,950,440,510,,110,,5,offene Bachführung innerhalb OeWA-Zone auf Parzelle 1199 vorgesehen; Wasserbaukonzept sieht Massnahmen zum baulichen Hochwasserschutz vor (Priorität niedrig),63.201,Link,Tenniken_Eindolungen_Bericht,,,Tenniken,Sissach
63.202,Brunnenhofbächli,1100,730,370,,,,4,,63.202,Link,Tenniken_Eindolungen_Bericht,,,Tenniken,Sissach
63.203,Grundbächli,210,110,100,,,,3,vermutlich meist nur geringe Wasserführung (zusammen mit 63.132 und 63.210 prüfen),S. 2,Link,Tenniken_Eindolungen_Bericht,,,Tenniken,Sissach
63.204,Gisibergbächli,140,100,40,,,,0,, -,,,,,Tenniken,Sissach
63.205,Hobacherbächli,340,160,180,,150,,4,"gutes Potential für Öffnung der Drainagen im Weideland (in Verlängerung des Hobacherbächlis), im unteren Abschnitt eher schwierig",63.205,Link,Tenniken_Eindolungen_Bericht,,,Tenniken,Sissach
63.206,Leisimattbächli,2080,1300,780,,> 300,,5,zumindest in Teilabschnitten mit genügender Wasserführung Ausdolung prüfen (mit 63.209 Talacherbächli); im unteren Abschnitt sieht Wasserbaukonzept Massnahmen zum baulichen Hochwasserschutz vor (Priorität hoch),63.206,Link,Tenniken_Eindolungen_Bericht,,,Tenniken,Sissach
63.207,Sangetenbächli,380,160,220,,200,,5,,63.207,Link,Tenniken_Eindolungen_Bericht,,,Tenniken,Sissach
63.208,Schöneggbächli,390,250,140,,,,0,, -,,,,,Tenniken,Sissach
63.209,Talacherbächli,410,220,190,,,,0,siehe 63.206 , -,,,,,Tenniken,Sissach
63.210,Weidlibächli,220,120,100,,,,3,vermutlich meist nur geringe Wasserführung (zusammen mit 63.132 und 63.203 prüfen),S. 2,Link,Tenniken_Eindolungen_Bericht,,,Tenniken,Sissach
48.04,Ergolz,3480,2770,710,,,,0,Eindolung im Dorfkern; Wasserbaukonzept sieht Massnahmen zum baulichen Hochwasserschutz vor (Priorität niedrig), -,,,,,Oltingen,Sissach
48.27,Vorderes Almetbächli,70,70,0,,,,0,, -,,,,,Oltingen,Sissach
48.29,Lochmattbächli,170,30,140,,180,,5,"Ausdolung auf Parzelle 1246 ist mit Unterstützung von Pro Natura BL vorgesehen, sobald Finanzierung gesichert",48.29,Link,Oltingen_Eindolungen_Bericht,,,Oltingen,Sissach
